rabbits,wolves,height, prec, temp
0.000000,0.000000,2,0,10.160000,0.000000,-17.777778
0.000000,0.000000,2,1,5.080000,14.233356,-0.727270
0.000000,0.000000,1,2,0.009439,13.256111,11.416690
0.000000,0.000000,0,1,26.470829,16.402004,15.606927
0.000000,0.000000,1,0,74.418713,17.862776,17.629712
0.000000,0.000000,1,1,109.943783,14.165686,25.324885
0.000000,0.000000,2,0,109.709457,13.271338,23.521368
0.000000,0.000000,2,1,111.096194,10.306383,23.438233
0.000000,0.000000,2,2,111.935639,8.282932,23.898977
0.000000,0.000000,3,1,110.696121,7.535973,21.601872
0.000000,0.000000,3,2,113.308762,9.993418,9.999665
0.000000,0.000000,3,3,121.603546,7.776548,11.688124
0.000000,0.000000,4,2,135.225438,9.984004,8.403986
0.000000,0.000000,4,3,133.309702,14.828427,9.962220
0.000000,0.000000,4,4,141.458585,16.742577,6.191146
0.000000,0.000000,5,3,134.048174,17.303108,17.445159
0.000000,0.000000,5,4,161.921202,17.315765,23.013857
0.000000,0.000000,5,5,156.726906,16.721455,23.917092
0.000000,0.000000,6,4,148.923681,11.349690,21.391640
0.000000,0.000000,6,5,149.390804,11.001264,30.664821
0.000000,0.000000,6,6,134.179281,7.714256,24.514597
0.000000,0.000000,7,5,121.479436,8.414058,22.913212
0.000000,0.000000,7,6,110.135332,8.611299,14.115164
0.000000,0.000000,7,7,127.882369,11.104878,9.143278
0.000000,0.000000,8,6,122.430434,10.035989,6.171752
0.000000,0.000000,8,7,104.614099,14.027151,7.580609
0.000000,0.000000,8,8,90.764615,16.427864,12.875548
0.000000,0.000000,9,7,108.393500,16.107340,15.608448
0.000000,0.000000,9,8,134.122492,16.578045,18.205494
0.000000,0.000000,9,9,149.123223,16.615822,22.810304
0.000000,0.000000,10,8,134.884335,11.938770,25.000593
0.000000,0.000000,10,9,112.189189,10.886158,31.607742
0.000000,0.000000,10,10,86.800099,7.471572,20.659417
0.000000,0.000000,11,9,75.663434,8.519190,16.535948
0.000000,0.000000,11,10,84.188757,10.020309,11.866883
0.000000,0.000000,11,11,84.150038,9.175539,5.863961
0.000000,0.000000,12,10,58.129233,11.015987,3.754487
0.000000,0.000000,12,11,28.159236,13.740222,-0.617398
0.000000,0.000000,10,12,0.000000,15.388775,9.762802
0.000000,0.000000,9,11,0.000000,15.736550,13.518066
0.000000,0.000000,8,10,20.227636,15.706903,19.578209
0.000000,0.000000,7,9,29.116517,13.963869,25.565605
0.000000,0.000000,8,8,13.313097,14.755002,27.488467
0.000000,0.000000,7,7,0.000000,12.448508,25.643014
0.000000,0.000000,6,6,0.000000,10.617883,23.755603
0.000000,0.000000,5,5,0.000000,6.912770,18.290083
0.000000,0.000000,4,4,11.427025,9.314537,10.582538
0.000000,0.000000,4,3,19.570290,8.804994,13.122650
0.000000,0.000000,4,4,41.426386,9.746383,6.973881
0.000000,0.000000,5,3,35.165940,12.721222,7.215436
0.000000,0.000000,5,4,27.714103,14.856584,6.532018
0.000000,0.000000,5,5,18.619435,16.072304,16.994722
0.000000,0.000000,6,4,51.425471,16.029947,15.517152
0.000000,0.000000,6,5,84.932374,15.961109,20.443641
0.000000,0.000000,6,6,92.232374,13.910747,29.109374
0.000000,0.000000,7,5,77.124469,9.388638,29.113833
0.000000,0.000000,7,6,59.450848,9.743591,26.292407
0.000000,0.000000,7,7,42.682569,7.983962,21.051564
0.000000,0.000000,8,6,38.196283,8.244989,11.466548
0.000000,0.000000,8,7,39.096775,10.262085,7.092599
0.000000,0.000000,8,8,23.115735,12.820362,0.598106
0.000000,0.000000,9,7,2.831361,13.310518,0.089315
0.000000,0.000000,7,8,0.000000,14.962893,4.678069
0.000000,0.000000,6,7,0.000000,16.705622,11.360181
0.000000,0.000000,5,6,11.453356,16.902672,15.721188
0.000000,0.000000,4,5,45.407064,15.641064,24.140375
0.000000,0.000000,5,4,39.787911,14.671850,30.950809
0.000000,0.000000,5,5,27.111291,9.375368,30.226237
0.000000,0.000000,6,4,14.449702,7.702585,28.895331
0.000000,0.000000,4,5,0.000000,8.215044,16.287488
0.000000,0.000000,3,4,25.566104,7.953717,14.517456
0.000000,0.000000,4,3,51.981638,10.029515,5.960344
